Numot,Season,game_id,host_lat,host_long,host_site,season,team1_id,team1_score,team2_id,team2_score,team1_seed,team1_lat,team1_long,team1_teamname,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team1_ap_preseason,team1_ap_final,team1_coaches_preseason,team1_coaches_before_final,team1_rpi_rating,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_seed,team2_lat,team2_long,team2_teamname,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team2_ap_preseason,team2_ap_final,team2_coaches_preseason,team2_coaches_before_final,team2_rpi_rating,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,result
0,2002,2002-1332-1400,43.0667,-89.4,Madison,2002,1332,72,1400,70,2,44.044515,-123.07398,Oregon,52.352,42.2096,77.0784,7.0243,46.4879,34.3013,67.9767,6.6009,34.8814,26.0274,57.085,45.2563,0.099,0.0927,73.3053,72.3868,116.3415,116.6486,96.8665,95.8647,,11,,11,0.593,ernie-kent-1,Ernie Kent,1,2,0,0,0,0,181,57,137,23,8,23,8,6,30.28473,-97.737277,Texas,48.2603,36.7647,68.6732,9.5342,47.3071,36.5559,65.3955,8.3119,25.9542,32.5147,54.373,52.13,0.0869,0.091,70.7855,70.6207,109.8999,113.6185,102.7344,99.4373,23,,23,,0.596,rick-barnes-1,Rick Barnes,3,9,0,1,0,0,290,42,176,20,11,20,11,1
0,2002,2002-1231-1245,38.0297,-84.4947,Lexington,2002,1231,81,1245,69,5,39.166383,-86.526904,Indiana,48.3696,40,69.4561,12.5086,42.8866,35.5839,66.4013,10.0155,33.0213,27.359,58.4949,48.2295,0.1045,0.1075,65.7442,66.5739,105.3974,109.6136,94.4987,89.9224,22,,22,,0.611,mike-davis-6,Mike Davis,1,1,0,0,0,0,41,24,24,20,11,20,11,10,41.146856,-81.342253,Kent St.,50.7947,36.5812,73.1034,5.4849,46.1844,32.4717,68.9051,5.5978,28.7894,32.9782,48.4721,50.6394,0.0974,0.0717,65.4145,66.1658,115.7547,113.6686,96.7084,96.201,,,,,0.604,stan-heath-1,Stan Heath,0,0,0,0,0,0,27,5,5,27,5,27,5,1
0,2002,2002-1268-1163,43.0469,-76.1444,Syracuse,2002,1268,90,1163,82,1,38.988607,-76.939704,Maryland,51.9185,37.4138,72.5616,13.6106,43.6673,31.6597,68.118,7.6739,25.8007,31.1198,65.928,53.1522,0.1118,0.0941,75.2758,75.418,113.1674,116.2551,94.3706,91.5424,2,4,2,4,0.659,gary-williams-1,Gary Williams,8,11,5,7,1,1,475,143,271,26,4,26,4,2,41.808215,-72.249537,Connecticut,50.4627,39.3862,69.6315,15.6499,40.5836,32.3442,71.151,8.575,19.4334,30.8891,50.823,55.7831,0.1035,0.091,71.8605,70.3456,106.1949,108.1906,93.6429,91.5948,,10,,13,0.627,jim-calhoun-1,Jim Calhoun,9,14,7,7,1,1,623,149,286,24,6,24,6,1
0,2002,2002-1231-1328,33.755,-84.39,Atlanta,2002,1231,73,1328,64,5,39.166383,-86.526904,Indiana,48.3696,40,69.4561,12.5086,42.8866,35.5839,66.4013,10.0155,33.0213,27.359,58.4949,48.2295,0.1045,0.1075,65.7442,66.5739,105.3974,109.6136,94.4987,89.9224,22,,22,,0.611,mike-davis-6,Mike Davis,1,1,0,0,0,0,41,24,24,20,11,20,11,2,35.208152,-97.445692,Oklahoma,48.2265,35.0148,76.676,9.6264,44.8994,29.9296,68.5611,8.1518,29.5484,28.9796,51.1375,55.4717,0.1293,0.0824,69.3604,68.4844,111.0435,110.4555,91.4413,88.5941,25,3,25,3,0.655,kelvin-sampson-1,Kelvin Sampson,7,8,1,1,0,0,286,73,176,27,4,27,4,1
0,2003,2003-1112-1436,40.75,-111.8833,Salt Lake City,2003,1112,80,1436,51,1,32.232071,-110.950769,Arizona,50.8186,35.3488,70.9138,9.5506,44.6629,32.1101,64.2857,5.7299,30.5542,31.4726,58.4789,58.6288,0.1113,0.0817,76.2091,74.5977,110.9747,114.4555,91.655,90.2006,1,2,1,1,0.634,lute-olson-1,Lute Olson,18,23,9,11,4,5,683,148,243,25,3,25,3,16,44.479262,-73.198128,Vermont,48.0231,33.7634,65.9722,8.7512,47.0993,32.8173,67.5906,9.3081,27.6951,38.8455,57.1622,59.0449,0.1052,0.1087,65.3659,65.6467,103.2591,100.0785,95.86,98.1904,,,,,0.462,tom-brennan-1,Tom Brennan,0,0,0,0,0,0,263,259,317,21,11,21,11,1
0,2003,2003-1113-1272,35.4822,-97.535,Oklahoma City,2003,1113,84,1272,71,10,33.421922,-111.940011,Arizona St.,52.2054,31.9797,67.1216,10.6109,49.3569,34.1365,68.7692,9.0383,22.1722,28.5878,56.6038,56.1224,0.0757,0.0835,69.5948,68.5383,108.2894,111.0911,98.4126,96.319,,,,,0.579,rob-evans-1,Rob Evans,0,2,0,0,0,0,165,71,152,19,11,19,11,7,35.115864,-89.993508,Memphis,48.1234,34.4262,65.4015,12.7517,44.3792,32.4176,64.8475,8.0067,33.7203,31.4154,62.6429,57.2238,0.1018,0.1027,70.4773,69.8502,105.2705,110.2239,92.9011,93.0835,,19,,,0.515,john-calipari-1,John Calipari,0,5,0,3,0,1,264,30,101,23,6,23,6,1
0,2003,2003-1228-1443,39.791,-86.148,Indianapolis,2003,1228,65,1443,60,4,39.730827,-90.246256,Illinois,54.1054,36.6352,72.471,8.9286,41.5179,30.9179,70.8397,7.2602,35.4713,35.6692,66.9383,53.7291,0.1046,0.0838,68.0542,69.3946,110.9676,112.7263,90.3016,90.3251,,11,25,15,0.613,bill-self-1,Bill Self,2,4,2,3,0,0,206,23,104,24,6,24,6,13,36.985718,-86.455898,Western Kentucky,51.3926,36.5385,66.1169,8.8803,48.5714,29.8387,69.637,7.4573,37.7865,27.694,54.9451,49.8069,0.1021,0.089,68.5155,69.1952,106.211,106.6789,95.8704,95.463,20,,23,,0.58,dennis-felton-1,Dennis Felton,2,2,0,0,0,0,100,53,53,24,8,24,8,1
0,2003,2003-1323-1454,39.791,-86.148,Indianapolis,2003,1323,70,1454,69,5,41.616717,-86.289848,Notre Dame,48.0303,38.5034,76.0582,11.5809,42.7696,36.6609,68.7279,11.4394,35.7664,26.254,60.8506,56.8606,0.1005,0.094,71.6639,70.9801,110.2751,116.4151,98.0471,99.2866,,22,,10,0.603,mike-brey-1,Mike Brey,2,4,0,0,0,0,163,30,82,22,9,22,9,12,43.076848,-87.880488,Milwaukee,53.6673,35.5982,68.9189,9.5279,47.5536,35.3728,70.3343,9.9284,37.7159,30.9834,62.7824,53.8566,0.1242,0.108,71.3421,73.0545,108.0923,107.3201,97.8826,95.5737,,,,,0.587,bruce-pearl-1,Bruce Pearl,0,0,0,0,0,0,40,20,20,24,7,24,7,1
0,2003,2003-1390-1360,47.6589,-117.425,Spokane,2003,1390,77,1360,69,4,37.431746,-122.182212,Stanford,48.5513,35.6481,67.7515,8.9518,45.4476,30.5691,71.131,5.6382,33.6623,31.9979,56.6392,48.2097,0.0779,0.0947,68.4665,67.1391,105.0137,108.5081,97.5709,94.8152,,18,,21,0.593,mike-montgomery-1,Mike Montgomery,10,10,3,3,1,1,515,165,242,23,8,23,8,13,32.77142,-117.188721,San Diego,50.9161,37.8585,66.3199,8.0134,46.995,35.5072,68.3426,10.0289,33.5256,31.5429,64.1873,52.0422,0.0728,0.1069,72.3027,72.1541,102.5277,103.9853,98.2164,95.8017,,,,,0.501,brad-holland-1,Brad Holland,0,0,0,0,0,0,167,110,141,18,11,18,11,1
0,2003,2003-1409-1173,47.6589,-117.425,Spokane,2003,1409,84,1173,71,13,36.151887,-95.945175,Tulsa,51.0441,36.7797,73.021,11.9819,43.8583,30.832,68.0578,6.8832,31.333,31.5979,55.6442,49.6757,0.1063,0.0984,69.0454,68.7832,105.9083,105.1844,93.8703,95.343,25,,,,0.549,john-phillips-1,John Phillips,1,1,0,0,0,0,49,16,16,22,9,22,9,4,39.73686,-84.173662,Dayton,50.8458,35.861,71.386,7.4897,44.9383,37.2671,71.7017,8.2587,38.6447,28.4452,61.2466,49.5868,0.0816,0.0898,64.5862,65.6414,112.31,116.4746,102.0266,101.0134,,16,,,0.543,oliver-purnell-1,Oliver Purnell,1,2,0,0,0,0,256,115,190,24,5,24,5,1
0,2003,2003-1139-1280,33.525,-86.813,Birmingham,2003,1139,47,1280,46,12,39.840662,-86.171791,Butler,53.4128,39.0988,71.7557,4.9028,48.6898,34.9036,66.2366,9.7508,42.7064,28.303,54.0682,42.8958,0.1037,0.0814,59.6288,59.9481,113.6498,113.1309,100.0723,99.9469,,,,,0.593,todd-lickliter-1,Todd Lickliter,0,0,0,0,0,0,51,11,11,25,5,25,5,5,33.425002,-88.879658,Mississippi St.,52.2709,34.1223,67.4033,10.6912,44.0553,32.7087,67.2269,7.4319,29.5111,35.1077,55.2109,45.3731,0.1297,0.1138,66.6381,65.9654,104.3843,106.8345,90.0315,87.1782,12,20,13,19,0.599,rick-stansbury-1,Rick Stansbury,1,1,0,0,0,0,100,59,59,21,9,21,9,1
0,2003,2003-1196-1358,42.3601,-71.0589,Boston,2003,1196,85,1358,55,2,29.638248,-82.361195,Florida,53.1668,39.0476,70.31,10.1236,46.5997,32.8767,65.1601,9.8127,39.6013,31.0969,61.3817,59.7484,0.1114,0.0926,67.3664,66.9893,111.3767,115.8386,95.266,94.0116,7,10,7,7,0.611,billy-donovan-1,Billy Donovan,4,4,2,2,1,1,183,72,92,24,7,24,7,15,30.7247,-95.5519,Sam Houston St.,49.7984,35.7708,70.7504,13.7168,42.3894,32.2581,68.2805,7.2581,33.7784,30.5043,63.5556,66.6667,0.1087,0.1005,68.8158,68.3282,103.2051,101.0464,93.5229,98.898,,,,,0.601,bob-marlin-1,Bob Marlin,0,0,0,0,0,0,85,56,56,23,6,23,6,1
0,2003,2003-1231-1104,27.971,-82.465,Tampa,2003,1231,67,1104,62,7,39.166383,-86.526904,Indiana,47.5089,34.9381,71.8421,12.1781,46.2074,29.3578,71.7325,10.7651,39.2761,27.4975,59.6447,50.3641,0.0652,0.0956,65.567,64.9485,106.4645,111.5878,101.4773,98.9495,21,,21,,0.581,mike-davis-6,Mike Davis,2,2,1,1,1,1,66,37,37,20,12,20,12,10,33.2144,-87.545766,Alabama,47.1889,32.2183,71.2625,10.6768,46.2345,33.3935,71.5415,8.3871,34.3618,34.5602,50.6475,50.8955,0.0973,0.0801,66.3203,66.941,103.8026,108.8779,98.0141,95.7545,8,,8,,0.547,mark-gottfried-1,Mark Gottfried,1,3,0,0,0,0,167,61,85,17,11,17,11,1
0,2003,2003-1246-1237,33.525,-86.813,Birmingham,2003,1246,95,1237,64,1,38.028081,-84.510698,Kentucky,53.9222,35.5556,70.3504,12.9412,45.2941,33.3333,68.6244,8.1081,27.8306,31.7612,55.9454,47.4002,0.1128,0.0903,69.5145,69.5797,111.2842,114.3086,92.3219,86.8145,17,1,17,2,0.639,tubby-smith-1,Tubby Smith,5,9,4,7,1,1,285,46,108,29,3,29,3,16,39.772948,-86.172217,IUPUI,50.3401,34.7541,69.404,5.0341,54.3515,36.3339,67.438,10.6293,34.1545,34.2681,54.4776,62.5146,0.1178,0.0977,68.5043,68.3781,103.3479,101.4951,101.7489,100.2497,,,,,0.566,ron-hunter-1,Ron Hunter,0,0,0,0,0,0,64,83,83,20,13,20,13,1
0,2003,2003-1428-1332,33.525,-86.813,Birmingham,2003,1428,60,1332,58,9,40.762484,-111.846044,Utah,48.8846,38,70.903,10.6822,45.5117,31.3725,69.6275,7.3715,36.7872,29.1799,56.2842,49.7696,0.0784,0.0954,61.7306,62.9445,106.8775,106.2703,96.1821,93.6789,,,,,0.604,rick-majerus-1,Rick Majerus,9,10,4,4,1,1,406,89,141,24,7,24,7,8,44.044515,-123.07398,Oregon,50,38.6454,77.3723,6.2457,44.9554,34.9177,70.4663,8.9425,36.9299,27.2954,61.1349,45.3901,0.1068,0.0858,75.108,72.466,108.9914,110.4645,98.5472,97.7407,11,,9,,0.489,ernie-kent-1,Ernie Kent,2,3,1,1,0,0,207,67,147,23,9,23,9,1
0,2003,2003-1242-1113,35.4822,-97.535,Oklahoma City,2003,1242,108,1113,76,2,38.957351,-95.24587,Kansas,53.479,33.3333,65.2174,11.4733,42.1773,36.5964,69.4794,9.0282,22.8825,30.2093,54.7187,48.0899,0.1325,0.0937,74.1075,73.7257,109.8827,111.7339,89.5496,88.2407,2,6,2,6,0.625,roy-williams-1,Roy Williams,13,13,8,8,3,3,413,100,100,25,7,25,7,10,33.421922,-111.940011,Arizona St.,52.2054,31.9797,67.1216,10.6109,49.3569,34.1365,68.7692,9.0383,22.1722,28.5878,56.6038,56.1224,0.0757,0.0835,69.5948,68.5383,108.2894,111.0911,98.4126,96.319,,,,,0.579,rob-evans-1,Rob Evans,0,2,0,0,0,0,165,71,152,19,11,19,11,1
1,2003,2003-1266-1281,36.1667,-86.7833,Nashville,2003,1266,101,1281,92,3,43.038765,-87.928122,Marquette,51.2839,39.7638,77.0751,9.1051,45.9144,33.2344,69.1824,6.2362,27.1513,34.4053,59.1565,55.2826,0.0882,0.0949,67.6317,67.3605,115.1444,116.5789,99.1207,97.0902,18,9,19,12,0.62,tom-crean-1,Tom Crean,1,1,0,0,0,0,79,40,40,23,5,23,5,6,38.626527,-90.336949,Missouri,49.0476,36.0515,66.1667,10.4121,44.0347,33.2779,67.5896,7.619,35.6815,30.2923,51.954,54.1409,0.0815,0.0996,68.3161,67.0266,104.9753,110.0055,97.4233,94.1936,19,24,18,22,0.615,quin-snyder-1,Quin Snyder,3,3,1,1,0,0,83,48,48,21,10,21,10,1
0,2003,2003-1323-1228,39.791,-86.148,Indianapolis,2003,1323,68,1228,60,5,41.616717,-86.289848,Notre Dame,48.0303,38.5034,76.0582,11.5809,42.7696,36.6609,68.7279,11.4394,35.7664,26.254,60.8506,56.8606,0.1005,0.094,71.6639,70.9801,110.2751,116.4151,98.0471,99.2866,,22,,10,0.603,mike-brey-1,Mike Brey,2,4,0,0,0,0,163,30,82,22,9,22,9,4,39.730827,-90.246256,Illinois,54.1054,36.6352,72.471,8.9286,41.5179,30.9179,70.8397,7.2602,35.4713,35.6692,66.9383,53.7291,0.1046,0.0838,68.0542,69.3946,110.9676,112.7263,90.3016,90.3251,,11,25,15,0.613,bill-self-1,Bill Self,2,4,2,3,0,0,206,23,104,24,6,24,6,1
0,2003,2003-1120-1448,27.971,-82.465,Tampa,2003,1120,68,1448,62,10,32.600201,-85.492409,Auburn,51.8139,34.6084,66.9782,13.8539,46.7674,33.1378,68.4116,7.7287,30.2146,36.4122,51.7119,52.8736,0.1149,0.1154,68.055,68.1404,102.5367,104.4508,96.6885,93.7798,,,,,0.572,cliff-ellis-1,Cliff Ellis,2,7,1,2,0,0,520,110,323,20,11,20,11,2,36.135301,-80.279004,Wake Forest,50.4105,34.1071,75.1538,12.1806,43.2709,33.4815,69.2699,8.5386,31.4961,36.5062,54.7826,50.6812,0.0924,0.108,69.4923,69.0613,112.0079,114.4814,96.8368,95.4639,,8,,11,0.624,skip-prosser-1,Skip Prosser,1,6,0,0,0,0,210,18,96,24,5,24,5,1
0,2003,2003-1268-1462,39.791,-86.148,Indianapolis,2003,1268,77,1462,64,6,38.988607,-76.939704,Maryland,49.1884,39.0057,71.3629,16.2562,40.7225,32.1981,70.0155,9.5272,26.9588,34.6567,62.5971,56.6761,0.1408,0.0949,73.8131,73.7305,108.3978,108.5287,89.8816,90.8937,13,17,15,13,0.574,gary-williams-1,Gary Williams,9,12,6,8,2,2,500,152,280,19,9,19,9,3,39.149291,-84.477648,Xavier,48.5671,36.0771,74.5149,7.0685,45.2381,32.0064,66.5169,7.2398,30.1002,31.8458,61.5294,49.4438,0.0767,0.0919,69.3602,69.9615,111.5928,112.706,94.3737,93.9608,10,12,11,14,0.601,thad-matta-1,Thad Matta,1,2,0,0,0,0,75,11,19,25,5,25,5,1
0,2003,2003-1338-1231,27.971,-82.465,Tampa,2003,1338,74,1231,52,2,40.444502,-79.954692,Pittsburgh,57.3702,36.3636,64.0374,11.3849,42.9907,30.7155,68.9369,8.794,32.3896,32.7429,65.9574,54.6921,0.1207,0.0891,68.3767,66.6445,109.091,111.9746,86.3751,87.0205,5,4,4,9,0.627,ben-howland-1,Ben Howland,1,2,1,1,0,0,164,39,100,26,4,26,4,7,39.166383,-86.526904,Indiana,47.5089,34.9381,71.8421,12.1781,46.2074,29.3578,71.7325,10.7651,39.2761,27.4975,59.6447,50.3641,0.0652,0.0956,65.567,64.9485,106.4645,111.5878,101.4773,98.9495,21,,21,,0.581,mike-davis-6,Mike Davis,2,2,1,1,1,1,66,37,37,20,12,20,12,1
0,2003,2003-1246-1458,29.41667,-98.5,San Antonio,2003,1246,63,1458,57,1,38.028081,-84.510698,Kentucky,53.9222,35.5556,70.3504,12.9412,45.2941,33.3333,68.6244,8.1081,27.8306,31.7612,55.9454,47.4002,0.1128,0.0903,69.5145,69.5797,111.2842,114.3086,92.3219,86.8145,17,1,17,2,0.639,tubby-smith-1,Tubby Smith,5,9,4,7,1,1,285,46,108,29,3,29,3,5,43.073858,-89.405356,Wisconsin,51.4655,35.7016,73.1826,7.3211,47.005,33.4038,71.9512,7.2414,32.6756,28.2388,53.0075,48.9627,0.1092,0.0741,63.2974,63.1091,111.7649,111.3487,92.6488,92.1835,,21,,,0.592,bo-ryan-1,Bo Ryan,1,1,0,0,0,0,71,20,47,22,7,22,7,1
0,2003,2003-1266-1338,29.41667,-98.5,San Antonio,2003,1266,77,1338,74,3,43.038765,-87.928122,Marquette,51.2839,39.7638,77.0751,9.1051,45.9144,33.2344,69.1824,6.2362,27.1513,34.4053,59.1565,55.2826,0.0882,0.0949,67.6317,67.3605,115.1444,116.5789,99.1207,97.0902,18,9,19,12,0.62,tom-crean-1,Tom Crean,1,1,0,0,0,0,79,40,40,23,5,23,5,2,40.444502,-79.954692,Pittsburgh,57.3702,36.3636,64.0374,11.3849,42.9907,30.7155,68.9369,8.794,32.3896,32.7429,65.9574,54.6921,0.1207,0.0891,68.3767,66.6445,109.091,111.9746,86.3751,87.0205,5,4,4,9,0.627,ben-howland-1,Ben Howland,1,2,1,1,0,0,164,39,100,26,4,26,4,1
0,2003,2003-1328-1139,42.6525,-73.7572,Albany,2003,1328,65,1139,54,1,35.208152,-97.445692,Oklahoma,47.3312,39.185,69.2063,9.262,44.4277,32.0513,66.8293,7.0644,33.3682,26.0579,56.5064,47.8378,0.1073,0.0847,64.4719,64.2353,108.6353,110.159,92.3056,89.4483,3,3,3,5,0.629,kelvin-sampson-1,Kelvin Sampson,8,9,2,2,1,1,314,80,183,24,6,24,6,12,39.840662,-86.171791,Butler,53.4128,39.0988,71.7557,4.9028,48.6898,34.9036,66.2366,9.7508,42.7064,28.303,54.0682,42.8958,0.1037,0.0814,59.6288,59.9481,113.6498,113.1309,100.0723,99.9469,,,,,0.593,todd-lickliter-1,Todd Lickliter,0,0,0,0,0,0,51,11,11,25,5,25,5,1
0,2003,2003-1393-1120,42.6525,-73.7572,Albany,2003,1393,79,1120,78,3,43.037587,-76.135062,Syracuse,51.9303,34.4444,69.3548,16.8371,43.5583,30.4071,65.1852,6.9738,25.1631,34.8868,51.2745,63.3257,0.1161,0.0952,72.1235,71.6951,110.2806,112.2866,96.5489,94.2499,,13,,17,0.621,jim-boeheim-1,Jim Boeheim,21,21,11,11,2,2,647,226,226,24,5,24,5,10,32.600201,-85.492409,Auburn,51.8139,34.6084,66.9782,13.8539,46.7674,33.1378,68.4116,7.7287,30.2146,36.4122,51.7119,52.8736,0.1149,0.1154,68.055,68.1404,102.5367,104.4508,96.6885,93.7798,,,,,0.572,cliff-ellis-1,Cliff Ellis,2,7,1,2,0,0,520,110,323,20,11,20,11,1
0,2003,2003-1266-1246,29.41667,-98.5,San Antonio,2003,1266,83,1246,69,3,43.038765,-87.928122,Marquette,51.2839,39.7638,77.0751,9.1051,45.9144,33.2344,69.1824,6.2362,27.1513,34.4053,59.1565,55.2826,0.0882,0.0949,67.6317,67.3605,115.1444,116.5789,99.1207,97.0902,18,9,19,12,0.62,tom-crean-1,Tom Crean,1,1,0,0,0,0,79,40,40,23,5,23,5,1,38.028081,-84.510698,Kentucky,53.9222,35.5556,70.3504,12.9412,45.2941,33.3333,68.6244,8.1081,27.8306,31.7612,55.9454,47.4002,0.1128,0.0903,69.5145,69.5797,111.2842,114.3086,92.3219,86.8145,17,1,17,2,0.639,tubby-smith-1,Tubby Smith,5,9,4,7,1,1,285,46,108,29,3,29,3,1
0,2003,2003-1393-1328,42.6525,-73.7572,Albany,2003,1393,63,1328,47,3,43.037587,-76.135062,Syracuse,51.9303,34.4444,69.3548,16.8371,43.5583,30.4071,65.1852,6.9738,25.1631,34.8868,51.2745,63.3257,0.1161,0.0952,72.1235,71.6951,110.2806,112.2866,96.5489,94.2499,,13,,17,0.621,jim-boeheim-1,Jim Boeheim,21,21,11,11,2,2,647,226,226,24,5,24,5,1,35.208152,-97.445692,Oklahoma,47.3312,39.185,69.2063,9.262,44.4277,32.0513,66.8293,7.0644,33.3682,26.0579,56.5064,47.8378,0.1073,0.0847,64.4719,64.2353,108.6353,110.159,92.3056,89.4483,3,3,3,5,0.629,kelvin-sampson-1,Kelvin Sampson,8,9,2,2,1,1,314,80,183,24,6,24,6,1
0,2003,2003-1400-1277,44.9778,-93.265,Minneapolis,2003,1400,85,1277,76,1,30.28473,-97.737277,Texas,47.8405,35.6364,72.1271,8.705,44.2446,34.904,66.4781,6.9767,26.764,29.19,52.1834,45.0307,0.0878,0.0968,70.5908,70.7742,111.2154,118.7559,96.9119,96.4505,4,5,5,4,0.637,rick-barnes-1,Rick Barnes,4,10,1,2,0,0,314,49,183,22,6,22,6,7,42.72476,-84.473639,Michigan St.,48.0273,37.5262,73.5332,10.3066,43.8671,33.165,71.7033,9.0288,26.5738,33.5973,58.3744,54.4944,0.0949,0.098,65.1422,64.9246,102.8617,106.4356,93.2518,90.8202,9,,10,,0.58,tom-izzo-1,Tom Izzo,5,5,4,4,3,3,186,77,77,19,12,19,12,1
0,2004,2004-1197-1250,39.7594,-84.1917,Dayton,2004,1197,72,1250,57,16,30.428597,-84.285663,Florida A&M,46.7583,34.6991,70.8171,4.6746,52.429,33.189,66.8323,9.9214,43.413,38.8453,54.2169,53.7406,0.1163,0.1055,72.6286,72.4543,99.2822,96.5408,101.1798,106.5397,,,,,0.434,mike-gillespie-1,Mike Gillespie,0,0,0,0,0,0,40,47,47,14,16,14,16,16,40.607158,-75.378887,Lehigh,45.5502,33.9658,71.6522,8.5182,43.567,35.5895,66.7826,9.0909,33.5242,28.8959,55.2672,58.8685,0.1074,0.1173,65.2049,65.2417,99.5083,96.9986,95.4093,101.5829,,,,,0.625,billy-taylor-1,Billy Taylor,0,0,0,0,0,0,36,22,22,20,10,20,10,1
0,2004,2004-1163-1436,39.0997,-94.5783,Kansas City,2004,1163,70,1436,53,2,41.808215,-72.249537,Connecticut,50.7287,40.2262,62.3188,17.5097,38.7437,32.2902,67.3108,7.1749,25.7595,28.0975,59.0121,50.5411,0.0855,0.0983,70.0699,70.0805,112.3242,113.6357,91.5039,90.1791,1,7,1,8,--,jim-calhoun-1,Jim Calhoun,11,16,9,9,1,1,676,166,303,27,6,27,6,15,44.479262,-73.198128,Vermont,46.9669,33.2231,67.8373,7.8683,48.2159,32.7616,62.1687,11.489,35.7354,34.7852,60.9551,57.3816,0.1075,0.0932,65.2571,66.093,101.6133,99.4175,95.1192,99.9848,,,,,0.597,tom-brennan-1,Tom Brennan,1,1,0,0,0,0,285,268,326,22,8,22,8,1
0,2004,2004-1211-1434,47.6097,-122.3331,Seattle,2004,1211,76,1434,49,2,47.668144,-117.403062,Gonzaga,55.3024,39.7149,75,9.3927,40.081,35.1145,69.403,5.4988,27.8345,34.6561,61.9577,56.4138,0.0891,0.0872,68.7462,68.2624,119.0066,118.7808,94.984,93.751,10,3,12,5,0.612,mark-few-1,Mark Few,4,4,2,2,0,0,132,31,31,27,2,27,2,15,41.463176,-87.045853,Valparaiso,49.4007,31.0547,71.0927,7.6613,46.2903,31.9231,65.3646,7.2774,30.4762,29.5455,61.8207,52.4324,0.0929,0.112,70.8603,70.9526,101.3026,99.8089,100.0056,98.5987,,,,,0.499,homer-drew-1,Homer Drew,6,6,1,1,0,0,253,197,197,18,12,18,12,1
0,2004,2004-1264-1196,39.7392,-104.9903,Denver,2004,1264,75,1196,60,12,40.889756,-73.901893,Manhattan,47.1255,36.8098,76.0652,10.8567,45.3774,32.2296,69.6925,10.5263,28.3643,27.7574,44.357,50.514,0.1368,0.0899,68.1319,67.2722,108.7399,105.7794,93.2878,95.0985,,,,,0.574,bobby-gonzalez-1,Bobby Gonzalez,1,1,0,0,0,0,93,51,51,24,5,24,5,5,29.638248,-82.361195,Florida,54.8204,37.6702,75.2443,8.5515,46.5969,32.716,67.2205,9.2628,38.4526,36.1204,59.3486,59.6515,0.0932,0.1062,68.7616,67.6103,111.2139,116.7584,100.1583,98.2259,8,,8,,0.493,billy-donovan-1,Billy Donovan,5,5,2,2,1,1,204,83,103,20,10,20,10,1
0,2004,2004-1314-1102,39.7392,-104.9903,Denver,2004,1314,63,1102,52,6,35.912165,-79.050969,North Carolina,50.2209,35.1986,68.7583,10.4621,49.6949,35.1767,69.6817,9.1311,28.9749,36.2069,61.3455,56.3204,0.1272,0.1095,74.3969,72.66,108.9502,115.0068,99.0648,93.9163,9,18,10,16,0.603,roy-williams-1,Roy Williams,0,14,0,9,0,4,436,10,111,18,10,18,10,11,39.011005,-104.889895,Air Force,59.754,37.8671,71.2389,8.1206,50.6961,28.7926,71.875,8.7873,53.2072,27.2574,65.9829,46.2264,0.1438,0.0859,53.996,53.5435,111.1513,109.2684,93.4319,95.6215,,,,,0.572,joe-scott-2,Joe Scott,0,0,0,0,0,0,51,62,62,22,6,22,6,1
0,2004,2004-1386-1251,47.6097,-122.3331,Seattle,2004,1386,82,1251,63,1,39.994442,-75.238343,St. Joseph's,52.8176,40.3871,70.1954,8.7094,45.3682,27.9923,69.4118,7.2588,42.5357,29.0848,60.2771,53.6212,0.1342,0.0969,67.8625,68.6855,114.627,114.9595,90.5368,89.9756,17,5,18,2,0.632,phil-martelli-1,Phil Martelli,3,3,1,1,0,0,176,98,98,27,1,27,1,16,37.350345,-79.179688,Liberty,49.1817,30.21,68.0743,8.1294,47.0403,32.1154,63.3871,9.3885,34.7753,29.099,56.4644,53.4731,0.1243,0.1188,69.1308,68.8899,99.0526,96.8265,96.3282,98.9968,,,,,0.571,randy-dunton-1,Randy Dunton,0,0,0,0,0,0,43,46,46,18,14,18,14,1
